Date,Open,High,Low,Close,Volume,Adj Close
2015-08-06,115.97,116.5,114.115,115.13,52903040,106.856
2015-08-07,114.58,116.25,114.5,115.52,38670405,107.2179
2015-08-10,116.53,119.99,116.53,119.72,54951597,111.1161
2015-08-11,117.81,118.18,113.33,113.49,97082814,105.3338
2015-08-12,112.53,115.42,109.63,115.24,101685610,106.9581
2015-08-13,116.04,116.4,114.54,115.15,48535789,106.8745
2015-08-14,114.32,116.31,114.01,115.96,42929516,107.6263
2015-08-17,116.04,117.65,115.5,117.16,40884745,108.7401
2015-08-18,116.43,117.44,116.01,116.5,34560708,108.1275
2015-08-19,116.1,116.52,114.68,115.01,48286510,106.7446
2015-08-20,114.08,114.35,111.63,112.65,68501622,104.5542
2015-08-21,110.43,111.9,105.645,105.76,128275471,98.1594
2015-08-24,94.87,108.8,92.0,103.12,162206292,95.7091
2015-08-25,111.11,111.11,103.5,103.74,103601599,96.2845
2015-08-26,107.085,109.89,105.05,109.69,96774611,101.8069
2015-08-27,112.25,113.24,110.02,112.92,84616056,104.8048
2015-08-28,112.17,113.31,111.54,113.29,53164407,105.1482
2015-08-31,112.13,114.53,112.0,112.76,56229271,104.6563
2015-09-01,110.18,111.88,107.36,107.72,76845860,99.9785
2015-09-02,110.0,112.34,109.131,112.34,61888812,104.2665
2015-09-03,112.49,112.78,110.04,110.37,53233940,102.4381
2015-09-04,108.97,110.45,108.51,109.27,49996311,101.4171
2015-09-08,111.65,112.56,110.32,112.31,54843626,104.2386
2015-09-09,113.76,114.02,109.77,110.15,85010804,102.2339
2015-09-10,110.27,113.2825,109.9,112.57,62892831,104.4799
2015-09-11,111.79,114.21,111.76,114.21,49915473,106.0021
2015-09-14,116.58,116.89,114.86,115.31,58363431,107.023
2015-09-15,115.93,116.53,114.42,116.28,43341155,107.9233
2015-09-16,116.25,116.54,115.44,116.41,37173489,108.044
2015-09-17,115.66,116.49,113.715,113.92,64112641,105.7329
2015-09-18,112.21,114.3,111.87,113.45,74285291,105.2967
2015-09-21,113.67,115.37,113.66,115.21,50221965,106.9302
2015-09-22,113.38,114.18,112.5201,113.4,50346159,105.2503
2015-09-23,113.63,114.72,113.3,114.32,35756716,106.1042
2015-09-24,113.25,115.5,112.37,115.0,50219475,106.7353
2015-09-25,116.44,116.69,114.02,114.71,56151926,106.4662
2015-09-28,113.85,114.57,112.44,112.44,50782189,104.3593
2015-09-29,112.83,113.51,107.86,109.06,73365384,101.2222
2015-09-30,110.17,111.54,108.73,110.3,65041596,102.3731
2015-10-01,109.07,109.62,107.31,109.58,63929100,101.7048
2015-10-02,108.01,111.0136,107.55,110.38,58019758,102.4473
2015-10-05,109.88,111.3698,109.07,110.78,52064743,102.8186
2015-10-06,110.63,111.74,109.765,111.31,48856977,103.3105
2015-10-07,111.74,111.77,109.41,110.78,46765550,102.8186
2015-10-08,110.19,110.19,108.21,109.5,61979577,101.6306
2015-10-09,110.0,112.28,109.49,112.12,52766140,104.0623
2015-10-12,112.73,112.75,111.44,111.6,30467204,103.5797
2015-10-13,110.82,112.45,110.68,111.79,33049256,103.756
2015-10-14,111.29,111.52,109.56,110.21,44462449,102.2896
2015-10-15,110.93,112.1,110.49,111.86,37673452,103.821
2015-10-16,111.78,112.0,110.53,111.04,39232609,103.0599
2015-10-19,110.8,111.75,110.11,111.73,29759153,103.7003
